year,state,headingCode,heading,metricFOB
2023,Rio de Janeiro,8471,"Máquinas automáticas para processamento de dados e suas unidades; leitores magnéticos ou ópticos, máquinas para registar dados em suporte sob forma codificada, e máquinas para processamento desses dados, não especificadas nem compreendidas em outras posiç",2868973
2023,Minas Gerais,1508,"Óleo de amendoim e respectivas fracções, mesmo refinados, mas não quimicamente modificados",2862261
2023,Amazonas,2609,Minérios de estanho e seus concentrados,2860077
2023,São Paulo,8101,"Tungsténio (volfrâmio) e suas obras, incluídos os desperdícios, resíduos e sucata",2854260
2023,Rio Grande do Sul,8203,"Limas, grosas, alicates (mesmo cortantes), tenazes, pinças, cisalhas para metais, corta-tubos, corta-pinos, saca-bocados e ferramentas semelhantes, manuais",2852566
2023,Goiás,3504,Peptonas e seus derivados; outras matérias protéicas e seus derivados; pó de peles,2841194
2023,São Paulo,7106,"Prata (incluída a prata dourada ou platinada), em formas brutas ou semimanufacturadas, ou em pó",2836634
2023,Distrito Federal,2301,"Farinhas, pó e pellets, de carnes, miudezas, peixes ou crustáceos, moluscos ou outros invertebrados aquáticos, impróprios para a alimentação humana; torresmos",2820606
2023,Rio Grande do Sul,4908,Decalcomanias de qualquer espécie,2818417
2023,Espírito Santo,2008,"Frutas e outras partes comestíveis de plantas, preparadas ou conservadas de outro modo, com ou sem adição de açúcar ou de outros edulcorantes ou de álcool, não especificadas nem compreendidas noutras posições",2816977
2023,Santa Catarina,8423,"Aparelhos e instrumentos de pesagem, incluídas as básculas e balanças para verificar peças fabricadas, excluídas as balanças sensíveis a pesos não superiores a 5 cg; pesos para quaisquer balanças",2812848
2023,Rio de Janeiro,8431,Partes reconhecíveis como exclusiva ou principalmente destinadas às máquinas e aparelhos das posições 8425 a 8430,2811925
2023,Rio de Janeiro,8526,"Aparelhos de radiodetecção e de radiossondagem (radar), aparelhos de radionavegação e aparelhos de radiotelecomando",2811012
2023,Pará,1106,"Farinhas, sêmolas e pós, de legumes de vagem secos da posição 0713, de sagu ou das raízes ou tubérculos da posição 0714 e dos produtos do Capítulo 8",2803666
2023,São Paulo,2829,Cloratos e percloratos; bromatos e perbromatos; iodatos e periodatos,2799211
2023,São Paulo,5908,"Mechas de matérias têxteis, tecidas, entrançadas ou tricotadas, para candeeiros, fogareiros, isqueiros, velas e semelhantes; camisas de incandescência e tecidos tubulares tricotados para a sua fabricação, mesmo impregnados",2789030
2023,São Paulo,3104,"Adubos (fertilizantes) minerais ou químicos, potássicos",2786162
2023,Rio Grande do Sul,8214,"Outros artigos de cutelaria (por exemplo: máquinas de cortar o cabelo ou tosquiar, fendeleiras, cutelos, incluídos os de açougue e de cozinha, e corta-papéis); utensílios e sortidos de utensílios, de manicuros ou de pedicuros (incluídas as limas para unha",2784155
2023,São Paulo,8423,"Aparelhos e instrumentos de pesagem, incluídas as básculas e balanças para verificar peças fabricadas, excluídas as balanças sensíveis a pesos não superiores a 5 cg; pesos para quaisquer balanças",2783158
2023,Rio de Janeiro,3923,"Artigos de transporte ou de embalagem, de plástico; rolhas, tampas, cápsulas e outros dispositivos destinados a fechar recipientes, de plástico",2779885
2023,Paraná,0507,"Marfim, carapaças de tartaruga, barbas, incluídas as franjas, de baleia ou de outros mamíferos marinhos, chifres, galhadas, cascos, unhas, garras e bicos, em bruto ou simplesmente preparados, mas não cortados em forma determinada; pós e desperdícios desta",2774224
2023,Paraná,2207,"Álcool etílico não desnaturado, com um teor alcoólico em volume igual ou superior a 80 % vol; álcool etílico e aguardentes, desnaturados, com qualquer teor alcoólico",2770015
2023,Minas Gerais,3923,"Artigos de transporte ou de embalagem, de plástico; rolhas, tampas, cápsulas e outros dispositivos destinados a fechar recipientes, de plástico",2756008
2023,Pará,0306,"Crustáceos, mesmo sem casca, vivos, frescos, refrigerados, congelados, secos, salgados ou em salmoura; crustáceos com casca, cozidos em água ou vapor, mesmo refrigerados, congelados, secos, salgados ou em salmoura; farinhas, pó e pellets de crustáceos, pr",2755473
2023,Rio de Janeiro,7020,Outras obras de vidro,2754140
2023,Rio de Janeiro,7214,"Barras de ferro ou aço não ligado, simplesmente forjadas, laminadas, estiradas ou extrudadas, a quente, incluídas as que tenham sido submetidas a torção após laminagem",2752920
2023,Paraná,3201,"Extractos tanantes de origem vegetal; taninos e seus sais, éteres, ésteres e outros derivados",2747586
2023,Rio de Janeiro,3204,"Matérias corantes orgânicas sintéticas, mesmo de constituição química definida; preparações indicadas na Nota 3 do presente capítulo, à base de matérias corantes orgânicas sintéticas; produtos orgânicos sintéticos dos tipos utilizados como agentes de aviv",2740703
2023,Paraná,3925,"Artefactos para apetrechamento de construções, de plástico, não especificados nem compreendidos em outras posições",2739258
2023,Rio de Janeiro,9304,"Outras armas (por exemplo, espingardas, carabinas e pistolas, de mola, de ar comprimido ou de gás, cassetetes), exceto as da posição 93.07",2736022
2023,Rio de Janeiro,8501,"Motores e geradores, elétricos, exceto os grupos electrogéneos",2733191
2023,Rio Grande do Sul,2103,Preparações para molhos e molhos preparados; condimentos e temperos compostos; farinha de mostarda e mostarda preparada,2725293
2023,São Paulo,8530,"Aparelhos elétricos de sinalização (excluídos os de transmissão de mensagens), de segurança, de contrôle ou de comando, para vias férreas ou semelhantes, vias terrestres ou fluviais, para áreas ou parques de estacionamento, instalações portuárias ou para",2715123
2023,Paraná,2603,Minérios de cobre e seus concentrados,2709268
2023,São Paulo,2302,"Sêmeas, farelos e outros resíduos, mesmo em pellets, da peneiração, moagem ou de outros tratamentos de cereais ou de leguminosas",2705253
2023,Santa Catarina,1001,Trigo e mistura de trigo com centeio,2704205
2023,Paraná,7210,"Produtos laminados planos de ferro ou aço não ligado, de largura igual ou superior a 600 mm, folheados ou chapeados, ou revestidos",2701553
2023,Bahia,8483,"Veios (árvores) de transmissão [incluídas as árvores de cames (excênticos) e cambotas (virabrequins)] e manivelas; chumaceiras (mancais) e bronzes; engrenagens e rodas de fricção; eixos de esferas ou de roletes; redutores, multiplicadores, caixas de trans",2700757
2023,Santa Catarina,6403,"Calçado com sola exterior de borracha, plástico, couro natural ou reconstituído e parte superior de couro natural",2696277
2023,Paraná,9028,"Contadores de gases, de líquidos ou de electricidade, incluídos os aparelhos para a sua aferição",2695168
2023,São Paulo,4415,"Caixotes, caixas, engradados, barricas e embalagens semelhantes, de madeira; carretéis para cabos, de madeira; paletes simples, « paletes-caixas » e outros estrados para carga, de madeira; taipais de paletes de madeira",2694839
2023,Amazonas,8504,"Transformadores elétricos, conversores elétricos estáticos (rectificadores, por exemplo), bobinas de reactância e de auto-indução",2692830
2023,Santa Catarina,3214,"Mástique de vidraceiro, cimentos de resina e outros mástiques; indutos utilizados em pintura; indutos não refractários do tipo dos utilizados em alvenaria",2679181
2023,Rio Grande do Sul,9405,"Aparelhos de iluminação (incluídos os projectores) e suas partes, não especificados nem compreendidos em outras posições; anúncios, tabuletas ou cartazes e placas indicadoras luminosos, e artigos semelhantes, que contenham uma fonte luminosa fixa permanen",2673044
2023,Rio de Janeiro,8527,"Aparelhos receptores para radiotelefonia, radiotelegrafia ou radiodifusão, mesmo combinados, num mesmo gabinete ou invólucro, com um aparelho de gravação ou de reprodução de som, ou com um relógio",2670488
2023,Paraná,3402,"Agentes orgânicos de superfície (exceto sabões); preparações tensoactivas, preparações para lavagem (incluídas as preparações auxiliares de lavagem) e preparações para lavagem, mesmo contendo sabão, exceto as da posição 3401",2667711
2023,Bahia,8301,"Cadeados, fechaduras e ferrolhos (de chave, de segredo ou elétricos), de metais comuns; fechos e armações com fecho, com fechadura, de metais comuns; chaves para estes artigos, de metais comuns",2666960
2023,Rio Grande do Sul,6904,"Tijolos para construção, tijoleiras, tapa-vigas e produtos semelhantes, de cerâmica",2661798
2023,São Paulo,6112,"Fatos de treino para desporto, fatos-macacos e conjuntos de esqui, malhôs, biquinis, calções (shorts) e slips, de banho, de malha",2655951
2023,Rio de Janeiro,9018,"Instrumentos e aparelhos para medicina, cirurgia, odontologia e veterinária, incluídos os aparelhos de cintilografia e outros aparelhos electromédicos, bem como os aparelhos para testes visuais",2651409
2023,Rio Grande do Sul,4006,"Outras formas (por exemplo: varetas, tubos, perfis) e artigos (por exemplo: discos e anilhas (arruelas)) de borracha não vulcanizada",2648417
2023,Não Declarada,2710,"Óleos de petróleo ou de minerais betuminosos, exceto óleos brutos; preparações não especificadas nem compreendidas noutras posições, contendo, em peso, 70 % ou mais de óleos de petróleo ou de minerais betuminosos, os quais devem constituir o seu elemento",2643560
2023,Rio de Janeiro,6204,"Fatos de saia-casaco, conjuntos, casacos, vestidos, saias, saias-calças, calças, jardineiras, bermudas e calções (shorts) (exceto de banho), de uso feminino",2642303
2023,Paraná,1902,"Massas alimentícias, mesmo cozidas ou recheadas (de carne ou de outras substâncias) ou preparadas de outro modo, tais como esparguete, macarrão, aletria, lasanha, nhoque, raviole e canelone; cuscuz, mesmo preparado",2635011
2023,Rio Grande do Sul,3909,"Resinas amínicas, resinas fenólicas e poliuretanos, em formas primárias",2634985
2023,São Paulo,7225,"Produtos laminados planos, de outras ligas de aço, de largura igual ou superior a 600 mm",2634673
2023,Minas Gerais,0805,"Citrinos, frescos ou secos",2625534
2023,Santa Catarina,7202,Ferro-ligas,2615779
2023,Paraná,3307,"Preparações para barbear (antes, durante ou após), desodorizantes corporais, preparações para banhos, depilatórios, outros produtos de perfumaria ou de toucador preparados e outras preparações cosméticas, não especificados nem compreendidos em outras posi",2613059
2023,Rio de Janeiro,8484,"Juntas metaloplásticas; jogos ou sortidos de juntas de composições diferentes, apresentados em bolsas, envelopes ou embalagens semelhantes; juntas de vedação mecânicas",2612471
2023,Rio Grande do Sul,0407,"Ovos de aves, com casca, frescos, conservados ou cozidos",2610899
2023,Bahia,1902,"Massas alimentícias, mesmo cozidas ou recheadas (de carne ou de outras substâncias) ou preparadas de outro modo, tais como esparguete, macarrão, aletria, lasanha, nhoque, raviole e canelone; cuscuz, mesmo preparado",2610537
2023,Santa Catarina,1501,Gorduras de porco (incluindo a banha) e gordura de aves,2603992
2023,Ceará,4104,"Couros e peles curtidos ou em crosta, de bovinos (incluindo os búfalos) ou de equídeos, depilados, mesmo divididos, mas não preparados de outro modo",2594833
2023,Pernambuco,6907,"Ladrilhos e placas (lajes), para pavimentação ou revestimento, não vidrados nem esmaltados, de cerâmica; cubos, pastilhas e artigos semelhantes, para mosaicos, não vidrados nem esmaltados, de cerâmica, mesmo com suporte",2584484
2023,Minas Gerais,4410,"Painéis de partículas e painéis semelhantes (por exemplo, painéis denominados «  oriented strand board » e painéis denominados «  waferboard »), de madeira ou de outras matérias lenhosas, mesmo aglomeradas com resinas ou com outros aglutinantes orgânicos",2581157
2023,Paraná,8714,Partes e acessórios dos veículos das posições 8711 a 8713,2574264
2023,São Paulo,4101,"Couros e peles em bruto de bovinos (incluindo os búfalos) ou de equídeos (frescos, ou salgados, secos, tratados pela cal, « piclados » ou conservados de outro modo, mas não curtidos, nem apergaminhados nem preparados de outro modo), mesmo depilados ou div",2573888
2023,São Paulo,2842,"Outros sais dos ácidos ou peroxoácidos inorgânicos (incluindo aluminossilicatos de constituição química definida ou não), exceto azidas",2571154
2023,Paraná,2308,"Matérias vegetais e desperdícios vegetais, resíduos e subprodutos vegetais, mesmo em pellets, dos tipos utilizados na alimentação de animais, não especificados nem compreendidos noutras posições",2569124
2023,Rio Grande do Sul,4402,"Carvão vegetal (incluindo o carvão de cascas ou de caroços), mesmo aglomerado",2561184
2023,Rio Grande do Sul,9014,"Bússolas, incluídas as agulhas de marear; outros instrumentos e aparelhos de navegação",2560731
2023,Sergipe,2902,Hidrocarbonetos cíclicos,2557796
2023,São Paulo,2507,"Caulim e outras argilas caulínicas, mesmo calcinadas",2555912
2023,Santa Catarina,8532,"Condensadores elétricos, fixos, variáveis ou ajustáveis",2555265
2023,São Paulo,6912,"Louça, outros artigos de uso doméstico e artigos de higiene ou de toucador, de cerâmica, exceto de porcelana",2551814
2023,Santa Catarina,8426,"Cábreas; guindastes, incluídos os de cabos; pontes rolantes, pórticos de descarga e de movimentação, pontes-guindastes, carros-pórticos, carros-guindastes",2550319
2023,Rio Grande do Sul,7317,"Tachas, pregos, percevejos e artefatos semelhantes, de ferro fundido, ferro ou aço",2543099
2023,Não Declarada,7210,"Produtos laminados planos de ferro ou aço não ligado, de largura igual ou superior a 600 mm, folheados ou chapeados, ou revestidos",2541047
2023,Rio de Janeiro,8207,"Ferramentas intercambiáveis para ferramentas manuais, mesmo mecânicas, ou para máquinas-ferramentas (por exemplo: de embutir, estampar, puncionar, roscar (interior ou exteriormente), furar, escarear, mandrilar, fresar, tornear, aparafusar), incluídas as f",2538560
2023,Rio de Janeiro,0302,"Peixes frescos ou refrigerados, exceto os filés de peixes e outra carne de peixes da posição 03.04",2537818
2023,Ceará,8437,"Máquinas para limpeza, selecção ou peneiração de grãos ou de produtos hortícolas secos; máquinas e aparelhos para a indústria de moagem ou tratamento de cereais ou de produtos hortícolas secos, exceto dos tipos utilizados em fazendas",2534667
2023,Santa Catarina,3204,"Matérias corantes orgânicas sintéticas, mesmo de constituição química definida; preparações indicadas na Nota 3 do presente capítulo, à base de matérias corantes orgânicas sintéticas; produtos orgânicos sintéticos dos tipos utilizados como agentes de aviv",2529369
2023,São Paulo,7102,"Diamantes, mesmo trabalhados, mas não montados nem engastados",2528123
2023,Pernambuco,9401,"Assentos (exceto os da posição 9402), mesmo transformáveis em camas, e suas partes",2526261
2023,Santa Catarina,5802,"«Tecidos turcos», exceto os artefactos da posição 5806; tecidos tufados, exceto os artefactos da posição 5703",2520197
2023,Acre,0206,"Miudezas comestíveis de animais das espécies bovina, suína, ovina, caprina, cavalar, asinina e muar, frescas, refrigeradas ou congeladas",2510982
2023,São Paulo,6811,"Obras de fibrocimento, cimento-celulose e produtos semelhantes",2507909
2023,São Paulo,9618,"Manequins e artigos semelhantes; autômatos e cenas animadas, para vitrines e mostruários",2504558
2023,Minas Gerais,6204,"Fatos de saia-casaco, conjuntos, casacos, vestidos, saias, saias-calças, calças, jardineiras, bermudas e calções (shorts) (exceto de banho), de uso feminino",2496882
2023,Paraná,4417,"Ferramentas, armações e cabos de ferramentas, de escovas e de vassouras, de madeira; formas, alargadeiras e esticadores, de madeira, para calçados",2492947
2023,Bahia,2712,"Vaselina; parafina, cera de petróleo microcristalina, slack wax, ozocerite, cera de linhite, cera de turfa, outras ceras minerais e produtos semelhantes obtidos por síntese ou por outros processos, mesmo corados",2490985
2023,São Paulo,1601,"Enchidos e produtos semelhantes, de carne, de miudezas ou de sangue; preparações alimentícias à base de tais produtos",2485294
2023,São Paulo,0807,"Melões, melancias e papaias (mamões), frescos",2483348
2023,Paraná,8538,"Partes reconhecíveis como exclusiva ou principalmente destinadas aos aparelhos das posições 8535, 8536 ou 8537",2481099
2023,Minas Gerais,8473,"Partes e acessórios (exceto estojos, capas e semelhantes), reconhecíveis como exclusiva ou principalmente destinados às máquinas e aparelhos das posições 8469 a 8472",2478291
2023,Minas Gerais,3907,"Poliacetais, outros poliéteres e resinas epóxidas, em formas primárias; policarbonatos, resinas alquídicas, poliésteres alílicos e outros poliésteres, em formas primárias",2473168
2023,Minas Gerais,8471,"Máquinas automáticas para processamento de dados e suas unidades; leitores magnéticos ou ópticos, máquinas para registar dados em suporte sob forma codificada, e máquinas para processamento desses dados, não especificadas nem compreendidas em outras posiç",2472632
2023,Paraná,9619,"Absorventes e tampões higiênicos, cueiros e fraldas para bebês e artigos higiênicos semelhantes, de qualquer matéria",2472070
2023,Minas Gerais,0714,"Raízes de mandioca, de araruta e de salepo, topinambos, batatas-doces e raízes ou tubérculos semelhantes, com elevado teor de fécula ou de inulina, frescos, refrigerados, congelados ou secos, mesmo cortados em pedaços ou em pellets; medula de sagueiro",2463996
2023,Amazonas,9032,"Instrumentos e aparelhos para regulação ou controlo, automáticos",2459450
2023,Espírito Santo,3907,"Poliacetais, outros poliéteres e resinas epóxidas, em formas primárias; policarbonatos, resinas alquídicas, poliésteres alílicos e outros poliésteres, em formas primárias",2455234
2023,Rio Grande do Sul,3505,"Dextrina e outros amidos e féculas modificados (por exemplo: amidos e féculas pré-gelatinizados ou esterificados); colas à base de amidos ou de féculas, de dextrina ou de outros amidos ou féculas modificados",2442238
2023,Minas Gerais,2208,"Álcool etílico não desnaturado, com um teor alcoólico em volume inferior a 80 % vol; aguardentes, licores e outras bebidas espirituosas",2433929
2023,Rio Grande do Sul,7309,"Reservatórios, tonéis, cubas e recipientes semelhantes, de ferro fundido, ferro ou aço, de capacidade > 300 litros, sem dispositivos mecânicos nem térmicos",2432571
2023,Santa Catarina,2833,Sulfatos; alúmenes; peroxosulfatos (persulfatos),2432043
2023,São Paulo,3802,"Carvões activados; matérias minerais naturais activadas; negros de origem animal, incluído o negro animal esgotado",2427805
2023,Minas Gerais,2526,"Esteatite natural, mesmo desbastada ou simplesmente cortada à serra ou por outro meio, em blocos ou placas de forma quadrada ou rectangular; talco",2426653
2023,São Paulo,9033,"Partes e acessórios não especificados nem compreendidos noutras posições do presente Capítulo, para máquinas, aparelhos, instrumentos ou artigos do Capítulo 90",2421925
2023,Rio Grande do Sul,8516,"Aquecedores elétricos de água, incluídos os de imersão; aparelhos elétricos para aquecimento de ambientes, do solo ou para usos semelhantes; aparelhos electrotérmicos para arranjos do cabelo (por exemplo: secadores de cabelo, frisadores, aquecedores de ",2418949
2023,Paraná,7615,"Artefactos de uso doméstico, de higiene ou de toucador, e suas partes, de alumínio; esponjas, esfregões, luvas e artefactos semelhantes, para limpeza, polimento e usos semelhantes, de alumínio",2418202
2023,Santa Catarina,6206,"Camiseiros, blusas, blusas-camiseiros, de uso feminino",2415761
2023,Pernambuco,1905,"Produtos de padaria, pastelaria ou da indústria de bolachas e biscoitos, mesmo adicionados de cacau; hóstias, cápsulas vazias para medicamentos, obreias, pastas secas de farinha, amido ou fécula em folhas e produtos semelhantes",2413108
2023,Paraná,8309,"Rolhas (incluídas as cápsulas de coroa, rolhas de parafuso e vertedoras), tampas, cápsulas para garrafas, batoques ou tampões roscados, protectores de batoques ou tampões, selos de garantia e outros acessórios para embalagem, de metais comuns",2411658
2023,Rio Grande do Sul,9601,"Marfim, osso, carapaça de tartaruga, chifre, pontas, coral, madrepérola e outras matérias animais para entalhar, trabalhados, e suas obras (incluídas as obras obtidas por moldagem)",2410799
2023,Rio Grande do Norte,7108,"Ouro (incluído o ouro platinado), em formas brutas ou semimanufacturadas, ou em pó",2405601
2023,Bahia,8481,"Torneiras, válvulas (incluídas as redutoras de pressão e as termostáticas) e dispositivos semelhantes, para canalizações, caldeiras, reservatórios, cubas e outros recipientes",2401028
2023,Roraima,2106,Preparações alimentícias não especificadas nem compreendidas noutras posições,2400385
2023,Amazonas,9029,"Outros contadores (por exemplo: contadores de voltas, contadores de produção, taxímetros, totalizadores de caminho percorrido, podómetros); indicadores de velocidade e tacómetros, exceto os das posições 9014 ou 9015; estroboscópios",2399976
2023,São Paulo,8209,"Plaquetas, varetas, pontas e objetos semelhantes para ferramentas, não montados, de ceramais (cermets)",2398650
2023,Paraná,2208,"Álcool etílico não desnaturado, com um teor alcoólico em volume inferior a 80 % vol; aguardentes, licores e outras bebidas espirituosas",2393697
2023,Paraná,8301,"Cadeados, fechaduras e ferrolhos (de chave, de segredo ou elétricos), de metais comuns; fechos e armações com fecho, com fechadura, de metais comuns; chaves para estes artigos, de metais comuns",2390421
2023,São Paulo,5703,"Tapetes e outros revestimentos para pavimentos de matérias têxteis, tufados, mesmo confeccionados",2388433
2023,Minas Gerais,8529,Partes reconhecíveis como exclusiva ou principalmente destinadas aos aparelhos das posições 8525 a 8528,2386227
2023,Roraima,1905,"Produtos de padaria, pastelaria ou da indústria de bolachas e biscoitos, mesmo adicionados de cacau; hóstias, cápsulas vazias para medicamentos, obreias, pastas secas de farinha, amido ou fécula em folhas e produtos semelhantes",2386056
2023,Paraná,8503,Partes reconhecíveis como destinadas às máquinas das posições 8501 ou 8502,2381047
2023,Santa Catarina,9405,"Aparelhos de iluminação (incluídos os projectores) e suas partes, não especificados nem compreendidos em outras posições; anúncios, tabuletas ou cartazes e placas indicadoras luminosos, e artigos semelhantes, que contenham uma fonte luminosa fixa permanen",2379575
2023,Rio Grande do Sul,0901,"Café, mesmo torrado ou descafeinado; cascas e películas de café; sucedâneos do café contendo café em qualquer proporção",2376341
2023,Santa Catarina,7302,"Elementos de vias férreas, de ferro fundido, ferro ou aço; carris, contracarris e cremalheiras, agulhas, cróssimas, alavancas para comando de agulhas e outros elementos de cruzamentos e desvios, dormentes, eclissas, coxins de carril, cantoneiras, placas d",2376238
2023,Minas Gerais,3925,"Artefactos para apetrechamento de construções, de plástico, não especificados nem compreendidos em outras posições",2372471
2023,Rio de Janeiro,7320,"Molas e folhas de molas, de ferro ou aço",2370357
2023,Paraná,8478,"Máquinas e aparelhos, para preparar ou transformar tabaco, não especificados nem compreendidos em outras posições deste capítulo",2360552
2023,Pernambuco,0207,"Carnes e miudezas comestíveis, frescas, refrigeradas ou congeladas, das aves da posição 0105",2353256
2023,Paraná,8802,"Outros veículos aéreos (por exemplo: helicópteros, aviões); veículos espaciais (incluídos os satélites) e seus veículos de lançamento e veículos suborbitais",2353255
2023,Minas Gerais,8425,Talhas; cadernais e moitões; guinchos e cabrestantes; macacos,2352820
2023,Paraná,8484,"Juntas metaloplásticas; jogos ou sortidos de juntas de composições diferentes, apresentados em bolsas, envelopes ou embalagens semelhantes; juntas de vedação mecânicas",2352690
2023,Bahia,3305,Preparações capilares,2350499
2023,Pernambuco,8441,"Outras máquinas e aparelhos, para o trabalho da pasta de papel, do papel ou do cartão, incluídas as cortadeiras de todos os tipos",2350000
2023,Amazonas,7112,"Desperdícios e resíduos de metais preciosos ou de metais folheados ou chapeados de metais preciosos; outros desperdícios e resíduos contendo metais preciosos ou compostos de metais preciosos, do tipo dos utilizados principalmente para a recuperação de met",2348973
2023,Minas Gerais,7226,"Produtos laminados planos, de outras ligas de aço, de largura inferior a 600 mm",2346209
2023,Minas Gerais,4819,"Caixas, sacos, bolsas, cartuchos e outras embalagens, de papel, cartão, pasta (ouate) de celulose ou de mantas de fibras de celulose; cartonagens para escritórios, lojas e estabelecimentos semelhantes",2345877
2023,Santa Catarina,8208,"Facas e lâminas cortantes, para máquinas ou para aparelhos mecânicos",2344175
2023,Sergipe,6402,Outro calçado com sola exterior e parte superior de borracha ou plástico,2340860
2023,Rio Grande do Sul,4803,Papel para fabricação de papel higiênico ou de toucador e artigos semelhantes; pasta de celulose e mantas de fibras de celulose,2327961
2023,Amazonas,9504,"Artigos para jogos de salão, incluídos os jogos com motor ou outro mecanismo, os bilhares, as mesas especiais para jogos de casino e os jogos de paulitos automáticos (boliche, por exemplo)",2321378
2023,Santa Catarina,8702,"Veículos automóveis para o transporte de dez pessoas ou mais, incluíndo o condutor",2318028
2023,Santa Catarina,3506,"Colas e outros adesivos preparados, não especificados nem compreendidos em outras posições; produtos de qualquer espécie utilizados como colas ou adesivos, acondicionados para venda a retalho como colas ou adesivos, com peso líquido não superior a 1 kg",2315546
2023,Rio de Janeiro,2006,"Produtos hortícolas, frutas, cascas de frutas e outras partes de plantas, conservados com açúcar (passados por calda, glaceados ou cristalizados)",2305673
2023,Rio Grande do Sul,7602,"Desperdícios e resíduos, de alumínio",2300471
2023,Paraná,8477,"Máquinas e aparelhos, para trabalhar borracha ou plástico ou para fabricação de produtos dessas matérias, não especificados nem compreendidos em outras posições deste capítulo",2295194
2023,Rio de Janeiro,3924,"Serviços de mesa e outros artigos de uso doméstico, de higiene ou de toucador, de plástico",2293093
2023,Minas Gerais,2833,Sulfatos; alúmenes; peroxosulfatos (persulfatos),2287842
2023,Minas Gerais,2918,"Ácidos carboxílicos contendo funções oxigenadas suplementares e seus anidridos, halogenetos, peróxidos e peroxiácidos; seus derivados halogenados, sulfonados, nitrados ou nitrosados",2282471
2023,São Paulo,1208,"Farinhas de sementes ou de frutos oleaginosos, exceto farinha de mostarda",2280814
2023,Minas Gerais,3820,Preparações anticongelantes e líquidos preparados para descongelamento,2274512
2023,São Paulo,7008,Vidros isolantes de paredes múltiplas,2267038
2023,Não Declarada,8704,Veículos automóveis para transporte de mercadorias,2262990
2023,São Paulo,7615,"Artefactos de uso doméstico, de higiene ou de toucador, e suas partes, de alumínio; esponjas, esfregões, luvas e artefactos semelhantes, para limpeza, polimento e usos semelhantes, de alumínio",2261869
2023,São Paulo,0410,"Produtos comestíveis de origem animal, não especificados nem compreendidos noutras posições",2254460
2023,São Paulo,7610,"Construções e suas partes (por exemplo: pontes e elementos de pontes, torres, pórticos ou pilonos, pilares, colunas, armações, estruturas para telhados, portas e janelas, e seus caixilhos, alizares e soleiras, balaustradas), de alumínio, exceto as constr",2249442
2023,Minas Gerais,8001,Estanho em formas brutas,2246932
2023,Goiás,1103,"Grumos, sêmolas e pellets, de cereais",2235295
2023,Pernambuco,0306,"Crustáceos, mesmo sem casca, vivos, frescos, refrigerados, congelados, secos, salgados ou em salmoura; crustáceos com casca, cozidos em água ou vapor, mesmo refrigerados, congelados, secos, salgados ou em salmoura; farinhas, pó e pellets de crustáceos, pr",2233994
2023,Ceará,7204,"Desperdícios, resíduos e sucata de ferro fundido, ferro ou aço; desperdícios de ferro ou aço, em lingotes",2231900
2023,Rio Grande do Sul,0701,"Batatas, frescas ou refrigeradas",2229369
2023,São Paulo,5607,"Cordéis, cordas e cabos, entrançados ou não, mesmo impregnados, revestidos, recobertos ou embainhados de borracha ou de plástico",2228933
2023,Piauí,0306,"Crustáceos, mesmo sem casca, vivos, frescos, refrigerados, congelados, secos, salgados ou em salmoura; crustáceos com casca, cozidos em água ou vapor, mesmo refrigerados, congelados, secos, salgados ou em salmoura; farinhas, pó e pellets de crustáceos, pr",2227219
2023,Mato Grosso do Sul,1903,"Tapioca e seus sucedâneos preparados a partir de féculas, em flocos, grumos, grãos, pérolas ou formas semelhantes",2226897
2023,São Paulo,2817,Óxido de zinco; peróxido de zinco,2223558
2023,São Paulo,8487,"Partes de máquinas ou de aparelhos, não especificadas nem compreendidas noutras posições do presente Capítulo, que não contenham conexões elétricas, partes isoladas eletricamente, bobinas, contatos nem quaisquer outros elementos com características elétri",2221863
2023,Rio Grande do Sul,4820,"Livros de registo e de contabilidade, blocos de notas, de encomendas, de recibos, de apontamentos, de papel para cartas, agendas e artigos semelhantes, cadernos, pastas para documentos, classificadores, capas para encadernação (de folhas soltas ou outras)",2221544
2023,Paraná,7007,Vidros de segurança consistindo em vidros temperados ou formados por folhas contracoladas,2220871
2023,Rondônia,0302,"Peixes frescos ou refrigerados, exceto os filés de peixes e outra carne de peixes da posição 03.04",2215750
2023,Rio de Janeiro,8504,"Transformadores elétricos, conversores elétricos estáticos (rectificadores, por exemplo), bobinas de reactância e de auto-indução",2213946
2023,Santa Catarina,7616,Outras obras de alumínio,2213221
2023,Rio Grande do Sul,7210,"Produtos laminados planos de ferro ou aço não ligado, de largura igual ou superior a 600 mm, folheados ou chapeados, ou revestidos",2213099
2023,São Paulo,8003,"Barras, perfis e fios, de estanho",2210966
2023,São Paulo,3914,"Permutadores de íons à base de polímeros, em formas primárias",2209322
2023,Minas Gerais,3604,"Fogos de artifício, foguetes de sinalização ou contra o granizo e semelhantes, bombas, petardos e outros artigos de pirotecnia",2206410
2023,Bahia,3917,"Tubos e seus acessórios (por exemplo: juntas, cotovelos, flanges, uniões), de plástico",2204124
2023,São Paulo,9608,"Canetas esferográficas; canetas e marcadores de ponta de feltro ou de outras pontas porosas; canetas de tinta permanente e outras canetas; estiletes para duplicadores; lapiseiras; canetas porta-penas, porta-lápis e artigos semelhantes; suas partes (inclui",2202332
2023,Minas Gerais,3823,Ácidos gordos monocarboxílicos industriais; óleos ácidos de refinação; alcoóis gordos industriais,2200376
